,ccode,pcode,year,cgdp_c2000,pgdp_c2000
2364953,KOR,YEM,1987,220000000000.0,
2364954,KOR,YEM,1988,244000000000.0,
2364955,KOR,YEM,1989,260000000000.0,
2364956,KOR,YEM,1990,284000000000.0,5510000000.0
2364957,KOR,YEM,1991,310000000000.0,5610000000.0
2364958,KOR,YEM,1993,349000000000.0,6330000000.0
2364959,KOR,YEM,1994,379000000000.0,6470000000.0
2364960,KOR,YEM,1995,413000000000.0,7220000000.0
2364961,KOR,YEM,1996,442000000000.0,7650000000.0
2364962,KOR,YEM,1997,463000000000.0,8260000000.0
2364963,KOR,YEM,1998,431000000000.0,8800000000.0
2364964,KOR,YEM,1999,472000000000.0,9040000000.0
2364965,KOR,YEM,2000,512000000000.0,9440000000.0
2364966,KOR,YEM,2001,532000000000.0,9870000000.0
2364967,KOR,YEM,2002,569000000000.0,10300000000.0
2364968,KOR,YEM,2003,586000000000.0,10600000000.0
2364969,KOR,YEM,2004,614000000000.0,10900000000.0
2364995,KOR,YEM,1992,329000000000.0,6080000000.0
2365561,KOR,YUG,1979,125000000000.0,
2365562,KOR,YUG,1991,310000000000.0,
2365564,KOR,YUG,1978,117000000000.0,
2365566,KOR,YUG,1980,123000000000.0,
2365568,KOR,YUG,1977,107000000000.0,
2365578,KOR,YUG,1976,97200000000.0,
2365615,KOR,ZAF,1976,97200000000.0,83900000000.0
2365616,KOR,ZAF,1977,107000000000.0,83800000000.0
2365617,KOR,ZAF,1978,117000000000.0,86300000000.0
2365618,KOR,ZAF,1979,125000000000.0,89600000000.0
2365619,KOR,ZAF,1986,198000000000.0,102000000000.0
2365620,KOR,ZAF,1987,220000000000.0,104000000000.0
2365621,KOR,ZAF,1988,244000000000.0,109000000000.0
2365622,KOR,ZAF,1989,260000000000.0,111000000000.0
2365623,KOR,ZAF,1990,284000000000.0,111000000000.0
2365624,KOR,ZAF,1991,310000000000.0,110000000000.0
2365625,KOR,ZAF,1992,329000000000.0,108000000000.0
2365626,KOR,ZAF,1993,349000000000.0,109000000000.0
2365627,KOR,ZAF,1994,379000000000.0,112000000000.0
2365628,KOR,ZAF,1995,413000000000.0,116000000000.0
2365629,KOR,ZAF,1996,442000000000.0,121000000000.0
2365630,KOR,ZAF,1997,463000000000.0,124000000000.0
2365631,KOR,ZAF,1998,431000000000.0,125000000000.0
2365632,KOR,ZAF,1999,472000000000.0,128000000000.0
2365633,KOR,ZAF,2000,512000000000.0,133000000000.0
2365634,KOR,ZAF,2001,532000000000.0,137000000000.0
2365635,KOR,ZAF,2002,569000000000.0,141000000000.0
2365636,KOR,ZAF,2003,586000000000.0,145000000000.0
2365637,KOR,ZAF,2004,614000000000.0,151000000000.0
2365666,KOR,ZAF,1980,123000000000.0,95500000000.0
2365667,KOR,ZAF,1984,168000000000.0,103000000000.0
2365668,KOR,ZAF,1985,179000000000.0,102000000000.0
2365693,KOR,ZAF,1981,131000000000.0,101000000000.0
2365694,KOR,ZAF,1982,140000000000.0,100000000000.0
2365695,KOR,ZAF,1983,155000000000.0,98400000000.0
2366273,KOR,ZAR,1983,155000000000.0,7260000000.0
2366274,KOR,ZAR,1985,179000000000.0,7700000000.0
2366275,KOR,ZAR,1986,198000000000.0,8070000000.0
2366276,KOR,ZAR,1987,220000000000.0,8280000000.0
2366277,KOR,ZAR,1988,244000000000.0,8320000000.0
2366278,KOR,ZAR,1989,260000000000.0,8220000000.0
2366279,KOR,ZAR,1990,284000000000.0,7680000000.0
2366280,KOR,ZAR,1992,329000000000.0,6290000000.0
2366281,KOR,ZAR,1993,349000000000.0,5440000000.0
2366282,KOR,ZAR,1994,379000000000.0,5230000000.0
2366283,KOR,ZAR,1995,413000000000.0,5270000000.0
2366284,KOR,ZAR,1996,442000000000.0,5210000000.0
2366285,KOR,ZAR,1997,463000000000.0,4920000000.0
2366286,KOR,ZAR,2002,569000000000.0,4370000000.0
2366287,KOR,ZAR,1976,97200000000.0,7180000000.0
2366288,KOR,ZAR,1977,107000000000.0,7240000000.0
2366289,KOR,ZAR,1978,117000000000.0,6850000000.0
2366290,KOR,ZAR,1979,125000000000.0,6880000000.0
2366291,KOR,ZAR,1980,123000000000.0,7030000000.0
2366292,KOR,ZAR,1981,131000000000.0,7200000000.0
2366293,KOR,ZAR,1982,140000000000.0,7160000000.0
2366295,KOR,ZAR,1984,168000000000.0,7670000000.0
2366302,KOR,ZAR,1991,310000000000.0,7030000000.0
2366309,KOR,ZAR,1998,431000000000.0,4840000000.0
2366310,KOR,ZAR,1999,472000000000.0,4630000000.0
2366311,KOR,ZAR,2000,512000000000.0,4300000000.0
2366312,KOR,ZAR,2001,532000000000.0,4220000000.0
2366313,KOR,ZAR,2003,586000000000.0,4610000000.0
2366314,KOR,ZAR,2004,614000000000.0,4900000000.0
2366680,KOR,ZMB,1991,310000000000.0,3030000000.0
2366681,KOR,ZMB,1993,349000000000.0,3180000000.0
2366682,KOR,ZMB,1997,463000000000.0,3120000000.0
2366683,KOR,ZMB,2000,512000000000.0,3240000000.0
2366684,KOR,ZMB,2004,614000000000.0,3860000000.0
2366685,KOR,ZMB,1988,244000000000.0,3070000000.0
2366687,KOR,ZMB,1992,329000000000.0,2970000000.0
2366688,KOR,ZMB,1999,472000000000.0,3130000000.0
2366690,KOR,ZMB,2001,532000000000.0,3400000000.0
2366691,KOR,ZMB,1977,107000000000.0,2720000000.0
2366692,KOR,ZMB,1978,117000000000.0,2730000000.0
2366693,KOR,ZMB,1979,125000000000.0,2650000000.0
2366694,KOR,ZMB,1980,123000000000.0,2730000000.0
2366695,KOR,ZMB,1981,131000000000.0,2900000000.0
2366696,KOR,ZMB,1982,140000000000.0,2820000000.0
2366697,KOR,ZMB,1983,155000000000.0,2760000000.0
2366698,KOR,ZMB,1984,168000000000.0,2750000000.0
2366699,KOR,ZMB,1985,179000000000.0,2800000000.0
2366700,KOR,ZMB,1986,198000000000.0,2820000000.0
2366701,KOR,ZMB,1987,220000000000.0,2890000000.0
2366703,KOR,ZMB,1989,260000000000.0,3040000000.0
2366704,KOR,ZMB,1990,284000000000.0,3030000000.0
2366708,KOR,ZMB,1994,379000000000.0,2900000000.0
2366709,KOR,ZMB,1995,413000000000.0,2820000000.0
2366710,KOR,ZMB,1996,442000000000.0,3020000000.0
2366712,KOR,ZMB,1998,431000000000.0,3060000000.0
2366716,KOR,ZMB,2002,569000000000.0,3510000000.0
2366717,KOR,ZMB,2003,586000000000.0,3690000000.0
2366866,KOR,ZMB,1976,97200000000.0,2850000000.0
2367005,KOR,ZWE,1992,329000000000.0,5920000000.0
2367006,KOR,ZWE,2004,614000000000.0,
2367007,KOR,ZWE,1997,463000000000.0,7410000000.0
2367008,KOR,ZWE,1998,431000000000.0,7630000000.0
2367009,KOR,ZWE,1999,472000000000.0,7570000000.0
2367010,KOR,ZWE,2000,512000000000.0,7200000000.0
2367011,KOR,ZWE,2001,532000000000.0,6600000000.0
2367012,KOR,ZWE,1980,123000000000.0,4010000000.0
2367013,KOR,ZWE,1981,131000000000.0,4510000000.0
2367014,KOR,ZWE,1983,155000000000.0,4700000000.0
2367015,KOR,ZWE,1984,168000000000.0,4610000000.0
2367016,KOR,ZWE,1985,179000000000.0,4930000000.0
2367017,KOR,ZWE,1986,198000000000.0,5030000000.0
2367018,KOR,ZWE,1987,220000000000.0,5090000000.0
2367019,KOR,ZWE,1988,244000000000.0,5480000000.0
2367020,KOR,ZWE,1989,260000000000.0,5760000000.0
2367021,KOR,ZWE,1990,284000000000.0,6160000000.0
2367023,KOR,ZWE,1993,349000000000.0,5980000000.0
2367024,KOR,ZWE,1994,379000000000.0,6530000000.0
2367025,KOR,ZWE,1995,413000000000.0,6540000000.0
2367026,KOR,ZWE,1996,442000000000.0,7220000000.0
2367032,KOR,ZWE,2002,569000000000.0,6230000000.0
2367033,KOR,ZWE,2003,586000000000.0,
2367149,KOR,ZWE,1982,140000000000.0,4630000000.0
2367318,KOR,ZWE,1976,97200000000.0,3740000000.0
2367340,LBR,ARG,1978,1420000000.0,185000000000.0
2367341,LBR,ARG,1979,1460000000.0,204000000000.0
2367342,LBR,ARG,1980,1400000000.0,212000000000.0
2367343,LBR,ARG,1981,1370000000.0,200000000000.0
2367344,LBR,ARG,1982,1340000000.0,190000000000.0
2367345,LBR,ARG,1983,1310000000.0,198000000000.0
2367351,LBR,AUS,1978,1420000000.0,193000000000.0
2367352,LBR,AUS,1979,1460000000.0,198000000000.0
2367353,LBR,AUS,1980,1400000000.0,204000000000.0
2367357,LBR,AUS,1984,1290000000.0,227000000000.0
2367359,LBR,AUS,1981,1370000000.0,211000000000.0
2367362,LBR,AUS,1982,1340000000.0,205000000000.0
2367363,LBR,AUS,1983,1310000000.0,216000000000.0
2367369,LBR,AUT,1979,1460000000.0,116000000000.0
2367370,LBR,AUT,1980,1400000000.0,119000000000.0
2367371,LBR,AUT,1981,1370000000.0,119000000000.0
2367372,LBR,AUT,1983,1310000000.0,125000000000.0
2367373,LBR,AUT,1984,1290000000.0,125000000000.0
2367376,LBR,AUT,1978,1420000000.0,111000000000.0
2367380,LBR,AUT,1982,1340000000.0,121000000000.0
2367439,LBR,BEN,1978,1420000000.0,954000000.0
2367440,LBR,BEN,1980,1400000000.0,1090000000.0
2367441,LBR,BEN,1981,1370000000.0,1190000000.0
2367442,LBR,BEN,1982,1340000000.0,1220000000.0
2367443,LBR,BEN,1983,1310000000.0,1170000000.0
2367444,LBR,BEN,1984,1290000000.0,1260000000.0
2367447,LBR,BEN,1979,1460000000.0,1020000000.0
2367452,LBR,BFA,1978,1420000000.0,1210000000.0
2367454,LBR,BFA,1980,1400000000.0,1260000000.0
2367455,LBR,BFA,1982,1340000000.0,1440000000.0
2367456,LBR,BGD,1979,1460000000.0,19600000000.0
2367457,LBR,BGD,1978,1420000000.0,18700000000.0
2367458,LBR,BGD,1982,1340000000.0,21000000000.0
2367459,LBR,BGR,1979,1460000000.0,
2367460,LBR,BGR,1981,1370000000.0,12400000000.0
2367461,LBR,BHR,1980,1400000000.0,3980000000.0
2367462,LBR,BHR,1981,1370000000.0,3770000000.0
2367463,LBR,BHR,1982,1340000000.0,3490000000.0
2367464,LBR,BHS,1978,1420000000.0,2260000000.0
2367465,LBR,BHS,1979,1460000000.0,2850000000.0
2367466,LBR,BMU,1978,1420000000.0,
2367467,LBR,BMU,1979,1460000000.0,
2367468,LBR,BMU,1981,1370000000.0,
2367469,LBR,BOL,1984,1290000000.0,5290000000.0
2367470,LBR,BRA,1978,1420000000.0,340000000000.0
2367471,LBR,BRA,1979,1460000000.0,363000000000.0
2367472,LBR,BRA,1980,1400000000.0,396000000000.0
2367473,LBR,BRA,1981,1370000000.0,378000000000.0
2367474,LBR,BRA,1982,1340000000.0,381000000000.0
2367475,LBR,BRA,1983,1310000000.0,368000000000.0
2367476,LBR,BRA,1984,1290000000.0,387000000000.0
2367619,LBR,CAF,1978,1420000000.0,784000000.0
2367620,LBR,CAN,1978,1420000000.0,385000000000.0
2367621,LBR,CAN,1979,1460000000.0,399000000000.0
2367622,LBR,CAN,1980,1400000000.0,408000000000.0
2367623,LBR,CAN,1981,1370000000.0,420000000000.0
2367624,LBR,CAN,1982,1340000000.0,408000000000.0
2367625,LBR,CAN,1983,1310000000.0,419000000000.0
2367626,LBR,CAN,1984,1290000000.0,444000000000.0
2367715,LBR,CHE,1978,1420000000.0,169000000000.0
2367716,LBR,CHE,1979,1460000000.0,173000000000.0
2367717,LBR,CHE,1980,1400000000.0,181000000000.0
2367718,LBR,CHE,1981,1370000000.0,184000000000.0
2367719,LBR,CHE,1982,1340000000.0,181000000000.0
2367720,LBR,CHE,1983,1310000000.0,182000000000.0
2367721,LBR,CHE,1984,1290000000.0,188000000000.0
2367875,LBR,CHL,1978,1420000000.0,23700000000.0
2367877,LBR,CHN,1978,1420000000.0,146000000000.0
2367878,LBR,CHN,1979,1460000000.0,158000000000.0
2367879,LBR,CHN,1980,1400000000.0,170000000000.0
2367880,LBR,CHN,1981,1370000000.0,179000000000.0
2367881,LBR,CHN,1982,1340000000.0,195000000000.0
2367882,LBR,CHN,1983,1310000000.0,216000000000.0
2367883,LBR,CHN,1984,1290000000.0,249000000000.0
2368052,LBR,CIV,1978,1420000000.0,8500000000.0
2368053,LBR,CIV,1979,1460000000.0,8700000000.0
2368054,LBR,CIV,1980,1400000000.0,7750000000.0
2368055,LBR,CIV,1981,1370000000.0,8020000000.0
2368056,LBR,CIV,1982,1340000000.0,8030000000.0
2368057,LBR,CIV,1983,1310000000.0,7720000000.0
2368058,LBR,CIV,1984,1290000000.0,7510000000.0
2368185,LBR,CMR,1979,1460000000.0,5700000000.0
2368186,LBR,CMR,1984,1290000000.0,8080000000.0
2368187,LBR,CMR,1978,1420000000.0,5370000000.0
2368189,LBR,CMR,1982,1340000000.0,7030000000.0
2368192,LBR,CMR,1980,1400000000.0,5590000000.0
2368193,LBR,CMR,1981,1370000000.0,6540000000.0
2368197,LBR,COG,1980,1400000000.0,1730000000.0
2368199,LBR,COG,1981,1370000000.0,2030000000.0
2368209,LBR,COG,1978,1420000000.0,1340000000.0
2368213,LBR,COG,1979,1460000000.0,1470000000.0
2368236,LBR,COG,1982,1340000000.0,2510000000.0
2368240,LBR,CUB,1982,1340000000.0,
2368241,LBR,CYP,1981,1370000000.0,3410000000.0
2368242,LBR,CYP,1979,1460000000.0,3150000000.0
2368243,LBR,CYP,1978,1420000000.0,2870000000.0
2368244,LBR,CYP,1980,1400000000.0,3330000000.0
2368247,LBR,CYP,1984,1290000000.0,4160000000.0
2368248,LBR,CYP,1983,1310000000.0,3820000000.0
2368251,LBR,DEU,1978,1420000000.0,1170000000000.0
2368252,LBR,DEU,1979,1460000000.0,1220000000000.0
2368253,LBR,DEU,1980,1400000000.0,1230000000000.0
2368254,LBR,DEU,1981,1370000000.0,1230000000000.0
2368255,LBR,DEU,1982,1340000000.0,1220000000000.0
2368256,LBR,DEU,1983,1310000000.0,1240000000000.0
2368257,LBR,DEU,1984,1290000000.0,1280000000000.0
2368446,LBR,DNK,1978,1420000000.0,105000000000.0
2368447,LBR,DNK,1979,1460000000.0,108000000000.0
2368448,LBR,DNK,1980,1400000000.0,108000000000.0
2368449,LBR,DNK,1981,1370000000.0,105000000000.0
2368450,LBR,DNK,1982,1340000000.0,108000000000.0
2368451,LBR,DNK,1983,1310000000.0,110000000000.0
2368452,LBR,DNK,1984,1290000000.0,114000000000.0
2368600,LBR,DZA,1981,1370000000.0,35400000000.0
2368601,LBR,EGY,1978,1420000000.0,32700000000.0
2368603,LBR,EGY,1982,1340000000.0,43600000000.0
2368604,LBR,EGY,1983,1310000000.0,46800000000.0
2368605,LBR,EGY,1980,1400000000.0,38200000000.0
2368608,LBR,EGY,1984,1290000000.0,49600000000.0
2368609,LBR,EGY,1981,1370000000.0,39600000000.0
2368613,LBR,ESP,1978,1420000000.0,316000000000.0
2368614,LBR,ESP,1979,1460000000.0,316000000000.0
2368615,LBR,ESP,1980,1400000000.0,323000000000.0
2368616,LBR,ESP,1981,1370000000.0,323000000000.0
2368617,LBR,ESP,1982,1340000000.0,327000000000.0
2368618,LBR,ESP,1983,1310000000.0,333000000000.0
2368619,LBR,ESP,1984,1290000000.0,339000000000.0
2368774,LBR,FIN,1979,1460000000.0,70200000000.0
2368775,LBR,FIN,1983,1310000000.0,79900000000.0
2368776,LBR,FIN,1978,1420000000.0,65800000000.0
2368777,LBR,FIN,1981,1370000000.0,75300000000.0
2368778,LBR,FIN,1982,1340000000.0,77700000000.0
2368782,LBR,FIN,1980,1400000000.0,73800000000.0
2368788,LBR,FIN,1984,1290000000.0,82500000000.0
2368819,LBR,FRA,1978,1420000000.0,812000000000.0
2368820,LBR,FRA,1979,1460000000.0,838000000000.0
2368821,LBR,FRA,1980,1400000000.0,852000000000.0
2368822,LBR,FRA,1981,1370000000.0,862000000000.0
2368823,LBR,FRA,1982,1340000000.0,885000000000.0
2368824,LBR,FRA,1983,1310000000.0,898000000000.0
2368825,LBR,FRA,1984,1290000000.0,913000000000.0
2369006,LBR,GAB,1983,1310000000.0,3510000000.0
2369008,LBR,GBR,1978,1420000000.0,870000000000.0
2369009,LBR,GBR,1979,1460000000.0,894000000000.0
2369010,LBR,GBR,1980,1400000000.0,875000000000.0
2369011,LBR,GBR,1981,1370000000.0,863000000000.0
2369012,LBR,GBR,1982,1340000000.0,879000000000.0
2369013,LBR,GBR,1983,1310000000.0,911000000000.0
2369014,LBR,GBR,1984,1290000000.0,934000000000.0
2369204,LBR,GHA,1978,1420000000.0,2700000000.0
2369205,LBR,GHA,1979,1460000000.0,2630000000.0
2369206,LBR,GHA,1980,1400000000.0,2640000000.0
2369207,LBR,GHA,1981,1370000000.0,2550000000.0
2369208,LBR,GHA,1982,1340000000.0,2370000000.0
2369209,LBR,GHA,1983,1310000000.0,2260000000.0
2369217,LBR,GHA,1984,1290000000.0,2460000000.0
2369329,LBR,GIN,1978,1420000000.0,
2369330,LBR,GIN,1980,1400000000.0,
2369331,LBR,GIN,1981,1370000000.0,
2369332,LBR,GIN,1982,1340000000.0,
2369333,LBR,GIN,1983,1310000000.0,
2369334,LBR,GIN,1984,1290000000.0,
2369421,LBR,GMB,1978,1420000000.0,204000000.0
2369422,LBR,GMB,1979,1460000000.0,201000000.0
2369423,LBR,GMB,1980,1400000000.0,214000000.0
2369424,LBR,GMB,1981,1370000000.0,221000000.0
2369425,LBR,GMB,1983,1310000000.0,243000000.0
2369426,LBR,GMB,1984,1290000000.0,251000000.0
2369428,LBR,GMB,1982,1340000000.0,219000000.0
2369455,LBR,GNB,1978,1420000000.0,134000000.0
2369456,LBR,GNB,1979,1460000000.0,136000000.0
2369476,LBR,GRC,1978,1420000000.0,79900000000.0
2369477,LBR,GRC,1979,1460000000.0,82500000000.0
2369478,LBR,GRC,1980,1400000000.0,83100000000.0
2369479,LBR,GRC,1981,1370000000.0,81800000000.0
2369480,LBR,GRC,1982,1340000000.0,80900000000.0
2369481,LBR,GRC,1983,1310000000.0,80000000000.0
2369482,LBR,GRC,1984,1290000000.0,81600000000.0
2369571,LBR,GUY,1980,1400000000.0,624000000.0
2369572,LBR,HKG,1978,1420000000.0,46300000000.0
2369573,LBR,HKG,1979,1460000000.0,51800000000.0
2369574,LBR,HKG,1980,1400000000.0,57200000000.0
2369575,LBR,HKG,1981,1370000000.0,62500000000.0
2369576,LBR,HKG,1982,1340000000.0,64200000000.0
2369577,LBR,HKG,1983,1310000000.0,68200000000.0
2369578,LBR,HKG,1984,1290000000.0,74900000000.0
2369725,LBR,HTI,1978,1420000000.0,4050000000.0
2369726,LBR,HTI,1979,1460000000.0,4350000000.0
2369727,LBR,HUN,1978,1420000000.0,36000000000.0
2369728,LBR,HUN,1979,1460000000.0,38700000000.0
2369729,LBR,HUN,1980,1400000000.0,38600000000.0
2369730,LBR,HUN,1981,1370000000.0,39700000000.0
2369731,LBR,HUN,1982,1340000000.0,40800000000.0
2369732,LBR,HUN,1983,1310000000.0,41100000000.0
2369733,LBR,HUN,1984,1290000000.0,42200000000.0
2369768,LBR,IDN,1978,1420000000.0,50500000000.0
2369769,LBR,IND,1978,1420000000.0,151000000000.0
2369770,LBR,IND,1979,1460000000.0,143000000000.0
2369771,LBR,IND,1980,1400000000.0,153000000000.0
2369772,LBR,IND,1982,1340000000.0,168000000000.0
2369776,LBR,IND,1981,1370000000.0,162000000000.0
2369778,LBR,IND,1983,1310000000.0,180000000000.0
2369779,LBR,IND,1984,1290000000.0,188000000000.0
2369876,LBR,IRL,1978,1420000000.0,31100000000.0
2369877,LBR,IRL,1979,1460000000.0,32100000000.0
2369878,LBR,IRL,1980,1400000000.0,33100000000.0
2369879,LBR,IRL,1981,1370000000.0,34200000000.0
2369880,LBR,IRL,1982,1340000000.0,34900000000.0
2369881,LBR,IRL,1983,1310000000.0,34900000000.0
2369882,LBR,IRL,1984,1290000000.0,36400000000.0
2369898,LBR,IRN,1980,1400000000.0,50000000000.0
2369899,LBR,IRN,1984,1290000000.0,63300000000.0
2369901,LBR,IRN,1978,1420000000.0,62300000000.0
2369902,LBR,ISL,1979,1460000000.0,4680000000.0
2369903,LBR,ISL,1984,1290000000.0,5370000000.0
2369904,LBR,ISL,1982,1340000000.0,5270000000.0
2369906,LBR,ISL,1983,1310000000.0,5150000000.0
2369908,LBR,ISR,1982,1340000000.0,50900000000.0
2369909,LBR,ISR,1978,1420000000.0,41900000000.0
2369910,LBR,ISR,1979,1460000000.0,44500000000.0
2369911,LBR,ISR,1980,1400000000.0,47600000000.0
2369912,LBR,ISR,1981,1370000000.0,50000000000.0
2369925,LBR,ISR,1984,1290000000.0,53200000000.0
2369928,LBR,ISR,1983,1310000000.0,52700000000.0
2369932,LBR,ITA,1978,1420000000.0,672000000000.0
2369933,LBR,ITA,1979,1460000000.0,709000000000.0
2369934,LBR,ITA,1980,1400000000.0,734000000000.0
2369935,LBR,ITA,1981,1370000000.0,739000000000.0
2369936,LBR,ITA,1982,1340000000.0,744000000000.0
2369937,LBR,ITA,1983,1310000000.0,753000000000.0
2369938,LBR,ITA,1984,1290000000.0,774000000000.0
2370108,LBR,JAM,1983,1310000000.0,5440000000.0
2370109,LBR,JPN,1978,1420000000.0,2570000000000.0
2370110,LBR,JPN,1979,1460000000.0,2710000000000.0
2370111,LBR,JPN,1980,1400000000.0,2790000000000.0
2370112,LBR,JPN,1981,1370000000.0,2870000000000.0
2370113,LBR,JPN,1982,1340000000.0,2950000000000.0
2370114,LBR,JPN,1983,1310000000.0,3000000000000.0
2370115,LBR,JPN,1984,1290000000.0,3090000000000.0
2370282,LBR,KEN,1978,1420000000.0,5220000000.0
2370283,LBR,KEN,1979,1460000000.0,5620000000.0
2370284,LBR,KEN,1980,1400000000.0,5940000000.0
2370285,LBR,KEN,1981,1370000000.0,6160000000.0
2370289,LBR,KEN,1982,1340000000.0,6250000000.0
2370290,LBR,KEN,1983,1310000000.0,6340000000.0
2370291,LBR,KEN,1984,1290000000.0,6450000000.0
2370301,LBR,KOR,1978,1420000000.0,117000000000.0
2370302,LBR,KOR,1980,1400000000.0,123000000000.0
2370303,LBR,KOR,1981,1370000000.0,131000000000.0
2370304,LBR,KOR,1982,1340000000.0,140000000000.0
2370305,LBR,KOR,1983,1310000000.0,155000000000.0
2370306,LBR,KOR,1984,1290000000.0,168000000000.0
2370310,LBR,KOR,1979,1460000000.0,125000000000.0
2370434,LBR,KWT,1982,1340000000.0,20600000000.0
2370435,LBR,LBN,1978,1420000000.0,
2370436,LBR,LBN,1979,1460000000.0,
2370437,LBR,LBN,1980,1400000000.0,
2370438,LBR,LBN,1981,1370000000.0,
2370439,LBR,LBN,1982,1340000000.0,
2370440,LBR,LBN,1983,1310000000.0,
2370441,LBR,LBN,1984,1290000000.0,
2370526,LBR,LBY,1984,1290000000.0,10500000000.0
2370527,LBR,LBY,1983,1310000000.0,11400000000.0
2370528,LBR,LBY,1981,1370000000.0,12000000000.0
2370529,LBR,LBY,1980,1400000000.0,14700000000.0
2370534,LBR,LBY,1978,1420000000.0,12900000000.0
2370536,LBR,LKA,1984,1290000000.0,7900000000.0
2370537,LBR,LKA,1982,1340000000.0,7170000000.0
2370538,LBR,MAR,1978,1420000000.0,16900000000.0
2370539,LBR,MAR,1979,1460000000.0,17700000000.0
2370540,LBR,MAR,1980,1400000000.0,18300000000.0
2370541,LBR,MAR,1981,1370000000.0,17800000000.0
2370542,LBR,MAR,1983,1310000000.0,19400000000.0
2370543,LBR,MAR,1984,1290000000.0,20300000000.0
2370545,LBR,MAR,1982,1340000000.0,19500000000.0
2370573,LBR,MDG,1979,1460000000.0,3070000000.0
2370574,LBR,MDG,1984,1290000000.0,2820000000.0
2370576,LBR,MDG,1978,1420000000.0,2800000000.0
2370577,LBR,MDG,1981,1370000000.0,2800000000.0
2370578,LBR,MDG,1982,1340000000.0,2750000000.0
2370583,LBR,MEX,1984,1290000000.0,370000000000.0
2370584,LBR,MEX,1978,1420000000.0,287000000000.0
2370585,LBR,MEX,1979,1460000000.0,315000000000.0
2370586,LBR,MEX,1982,1340000000.0,371000000000.0
2370587,LBR,MEX,1983,1310000000.0,358000000000.0
2370589,LBR,MLI,1978,1420000000.0,1450000000.0
2370591,LBR,MLI,1983,1310000000.0,1470000000.0
2370592,LBR,MLI,1984,1290000000.0,1530000000.0
2370594,LBR,MLI,1979,1460000000.0,1610000000.0
2370595,LBR,MLI,1981,1370000000.0,1470000000.0
2370598,LBR,MLI,1980,1400000000.0,1540000000.0
2370600,LBR,MLI,1982,1340000000.0,1400000000.0
2370627,LBR,MOZ,1978,1420000000.0,
2370628,LBR,MOZ,1984,1290000000.0,1630000000.0
2370629,LBR,MRT,1978,1420000000.0,484000000.0
2370633,LBR,MUS,1983,1310000000.0,1720000000.0
2370634,LBR,MUS,1982,1340000000.0,1670000000.0
2370635,LBR,MWI,1978,1420000000.0,954000000.0
2370636,LBR,MWI,1984,1290000000.0,1060000000.0
2370637,LBR,MWI,1980,1400000000.0,1000000000.0
2370638,LBR,MWI,1981,1370000000.0,947000000.0
2370639,LBR,MWI,1982,1340000000.0,971000000.0
2370641,LBR,MWI,1979,1460000000.0,996000000.0
2370642,LBR,MYS,1978,1420000000.0,21700000000.0
2370643,LBR,MYS,1981,1370000000.0,27200000000.0
2370647,LBR,MYS,1979,1460000000.0,23700000000.0
2370648,LBR,MYS,1984,1290000000.0,33000000000.0
2370650,LBR,MYS,1983,1310000000.0,30600000000.0
2370652,LBR,MYS,1980,1400000000.0,25400000000.0
2370667,LBR,MYS,1982,1340000000.0,28800000000.0
2370679,LBR,NER,1983,1310000000.0,1480000000.0
2370680,LBR,NER,1980,1400000000.0,1520000000.0
2370681,LBR,NGA,1978,1420000000.0,26200000000.0
2370682,LBR,NGA,1979,1460000000.0,27900000000.0
2370683,LBR,NGA,1980,1400000000.0,29100000000.0
2370684,LBR,NGA,1981,1370000000.0,25300000000.0
2370685,LBR,NGA,1982,1340000000.0,25200000000.0
2370686,LBR,NGA,1983,1310000000.0,23900000000.0
2370693,LBR,NGA,1984,1290000000.0,22700000000.0
2370797,LBR,NLD,1978,1420000000.0,215000000000.0
2370798,LBR,NLD,1979,1460000000.0,219000000000.0
2370799,LBR,NLD,1980,1400000000.0,223000000000.0
2370800,LBR,NLD,1981,1370000000.0,222000000000.0
2370801,LBR,NLD,1982,1340000000.0,219000000000.0
2370802,LBR,NLD,1983,1310000000.0,223000000000.0
2370803,LBR,NLD,1984,1290000000.0,230000000000.0
2370990,LBR,NOR,1978,1420000000.0,81500000000.0
2370991,LBR,NOR,1979,1460000000.0,85100000000.0
2370992,LBR,NOR,1980,1400000000.0,89500000000.0
2370993,LBR,NOR,1981,1370000000.0,90600000000.0
2370994,LBR,NOR,1982,1340000000.0,91100000000.0
2370995,LBR,NOR,1983,1310000000.0,94300000000.0
2370996,LBR,NOR,1984,1290000000.0,100000000000.0
2371127,LBR,NZL,1979,1460000000.0,32500000000.0
2371128,LBR,PAK,1978,1420000000.0,23700000000.0
2371129,LBR,PAK,1980,1400000000.0,27100000000.0
2371130,LBR,PAK,1984,1290000000.0,34900000000.0
2371132,LBR,PAK,1979,1460000000.0,24600000000.0
2371134,LBR,PAK,1981,1370000000.0,29200000000.0
2371135,LBR,PAK,1982,1340000000.0,31100000000.0
2371136,LBR,PAK,1983,1310000000.0,33300000000.0
2371148,LBR,PAN,1979,1460000000.0,6120000000.0
2371149,LBR,PAN,1980,1400000000.0,6190000000.0
2371152,LBR,PAN,1984,1290000000.0,6990000000.0
2371154,LBR,PAN,1983,1310000000.0,6800000000.0
2371156,LBR,PAN,1978,1420000000.0,5860000000.0
2371166,LBR,PAN,1982,1340000000.0,7120000000.0
2371171,LBR,POL,1978,1420000000.0,
2371172,LBR,POL,1979,1460000000.0,
