,ccode,pcode,year,cgdp_c2000,pgdp_c2000
662068,CMR,HUN,2003,10200000000.0,51700000000.0
662077,CMR,HUN,2002,9740000000.0,50200000000.0
662086,CMR,HUN,1996,7390000000.0,38900000000.0
662094,CMR,HUN,2004,10700000000.0,53800000000.0
662240,CMR,IDN,1979,5700000000.0,54100000000.0
662241,CMR,IDN,1980,5590000000.0,58800000000.0
662242,CMR,IDN,1986,9320000000.0,82000000000.0
662243,CMR,IDN,1987,9120000000.0,86300000000.0
662244,CMR,IDN,1995,7040000000.0,159000000000.0
662245,CMR,IDN,1996,7390000000.0,172000000000.0
662246,CMR,IDN,1997,7770000000.0,180000000000.0
662247,CMR,IDN,1998,8160000000.0,156000000000.0
662248,CMR,IDN,1999,8520000000.0,157000000000.0
662249,CMR,IDN,2000,8880000000.0,165000000000.0
662250,CMR,IDN,2001,9350000000.0,171000000000.0
662251,CMR,IDN,2002,9740000000.0,179000000000.0
662252,CMR,IDN,2003,10200000000.0,188000000000.0
662253,CMR,IDN,2004,10700000000.0,197000000000.0
662254,CMR,IDN,1976,3870000000.0,42600000000.0
662256,CMR,IDN,1989,8250000000.0,100000000000.0
662268,CMR,IDN,1990,7750000000.0,109000000000.0
662488,CMR,IND,1976,3870000000.0,133000000000.0
662489,CMR,IND,1977,4410000000.0,143000000000.0
662490,CMR,IND,1978,5370000000.0,151000000000.0
662491,CMR,IND,1979,5700000000.0,143000000000.0
662492,CMR,IND,1980,5590000000.0,153000000000.0
662493,CMR,IND,1982,7030000000.0,168000000000.0
662494,CMR,IND,1986,9320000000.0,208000000000.0
662495,CMR,IND,1987,9120000000.0,217000000000.0
662496,CMR,IND,1989,8250000000.0,253000000000.0
662497,CMR,IND,1995,7040000000.0,345000000000.0
662498,CMR,IND,1996,7390000000.0,371000000000.0
662499,CMR,IND,1997,7770000000.0,388000000000.0
662500,CMR,IND,1998,8160000000.0,411000000000.0
662501,CMR,IND,1999,8520000000.0,440000000000.0
662502,CMR,IND,2000,8880000000.0,457000000000.0
662503,CMR,IND,2001,9350000000.0,481000000000.0
662504,CMR,IND,2002,9740000000.0,501000000000.0
662505,CMR,IND,2003,10200000000.0,544000000000.0
662506,CMR,IND,2004,10700000000.0,581000000000.0
662526,CMR,IND,1990,7750000000.0,268000000000.0
662853,CMR,IRL,1976,3870000000.0,26800000000.0
662854,CMR,IRL,1977,4410000000.0,29000000000.0
662855,CMR,IRL,1978,5370000000.0,31100000000.0
662856,CMR,IRL,1979,5700000000.0,32100000000.0
662857,CMR,IRL,1980,5590000000.0,33100000000.0
662858,CMR,IRL,1982,7030000000.0,34900000000.0
662859,CMR,IRL,1986,9320000000.0,37300000000.0
662860,CMR,IRL,1987,9120000000.0,39100000000.0
662861,CMR,IRL,1989,8250000000.0,43500000000.0
662862,CMR,IRL,1990,7750000000.0,47200000000.0
662863,CMR,IRL,1995,7040000000.0,59300000000.0
662864,CMR,IRL,1996,7390000000.0,64100000000.0
662865,CMR,IRL,1997,7770000000.0,71200000000.0
662866,CMR,IRL,1998,8160000000.0,77400000000.0
662867,CMR,IRL,1999,8520000000.0,86100000000.0
662868,CMR,IRL,2000,8880000000.0,94800000000.0
662869,CMR,IRL,2001,9350000000.0,101000000000.0
662870,CMR,IRL,2002,9740000000.0,108000000000.0
662871,CMR,IRL,2003,10200000000.0,112000000000.0
662872,CMR,IRL,2004,10700000000.0,117000000000.0
663130,CMR,IRN,1976,3870000000.0,70800000000.0
663131,CMR,IRN,1977,4410000000.0,70000000000.0
663132,CMR,IRN,1978,5370000000.0,62300000000.0
663133,CMR,IRN,1979,5700000000.0,57300000000.0
663134,CMR,IRN,1980,5590000000.0,50000000000.0
663135,CMR,IRN,1986,9320000000.0,58600000000.0
663136,CMR,IRN,1987,9120000000.0,58600000000.0
663137,CMR,IRN,1990,7750000000.0,65100000000.0
663138,CMR,IRN,1995,7040000000.0,80900000000.0
663139,CMR,IRN,1996,7390000000.0,85400000000.0
663140,CMR,IRN,1998,8160000000.0,90100000000.0
663141,CMR,IRN,1999,8520000000.0,91600000000.0
663142,CMR,IRN,2000,8880000000.0,96200000000.0
663143,CMR,IRN,2001,9350000000.0,99500000000.0
663144,CMR,IRN,2002,9740000000.0,107000000000.0
663145,CMR,IRN,2003,10200000000.0,114000000000.0
663147,CMR,IRN,2004,10700000000.0,121000000000.0
663148,CMR,IRN,1982,7030000000.0,55700000000.0
663149,CMR,IRN,1997,7770000000.0,88300000000.0
663156,CMR,IRN,1989,8250000000.0,58500000000.0
663268,CMR,IRQ,1979,5700000000.0,
663269,CMR,ISL,1976,3870000000.0,3870000000.0
663270,CMR,ISL,1977,4410000000.0,4210000000.0
663271,CMR,ISL,1978,5370000000.0,4460000000.0
663272,CMR,ISL,1979,5700000000.0,4680000000.0
663273,CMR,ISL,1980,5590000000.0,4940000000.0
663274,CMR,ISL,1982,7030000000.0,5270000000.0
663275,CMR,ISL,1986,9320000000.0,5890000000.0
663276,CMR,ISL,1987,9120000000.0,6390000000.0
663277,CMR,ISL,1989,8250000000.0,6400000000.0
663278,CMR,ISL,1990,7750000000.0,6480000000.0
663279,CMR,ISL,1995,7040000000.0,6580000000.0
663280,CMR,ISL,1996,7390000000.0,6920000000.0
663281,CMR,ISL,1997,7770000000.0,7250000000.0
663282,CMR,ISL,1998,8160000000.0,7650000000.0
663283,CMR,ISL,2000,8880000000.0,8420000000.0
663284,CMR,ISL,2004,10700000000.0,9410000000.0
663294,CMR,ISL,2001,9350000000.0,8650000000.0
663298,CMR,ISL,1999,8520000000.0,7970000000.0
663308,CMR,ISL,2002,9740000000.0,8600000000.0
663314,CMR,ISR,1979,5700000000.0,44500000000.0
663315,CMR,ISR,1980,5590000000.0,47600000000.0
663316,CMR,ISR,1982,7030000000.0,50900000000.0
663317,CMR,ISR,1987,9120000000.0,61800000000.0
663318,CMR,ISR,1989,8250000000.0,63600000000.0
663319,CMR,ISR,1990,7750000000.0,68000000000.0
663320,CMR,ISR,1995,7040000000.0,93400000000.0
663321,CMR,ISR,1996,7390000000.0,98400000000.0
663322,CMR,ISR,1997,7770000000.0,101000000000.0
663323,CMR,ISR,1998,8160000000.0,105000000000.0
663324,CMR,ISR,1999,8520000000.0,107000000000.0
663325,CMR,ISR,2000,8880000000.0,116000000000.0
663326,CMR,ISR,2001,9350000000.0,115000000000.0
663327,CMR,ISR,2002,9740000000.0,114000000000.0
663328,CMR,ISR,2003,10200000000.0,116000000000.0
663329,CMR,ISR,2004,10700000000.0,121000000000.0
663331,CMR,ISR,1986,9320000000.0,57700000000.0
663374,CMR,ISR,1976,3870000000.0,40000000000.0
663375,CMR,ISR,1977,4410000000.0,40000000000.0
663376,CMR,ISR,1978,5370000000.0,41900000000.0
663528,CMR,ITA,1976,3870000000.0,633000000000.0
663529,CMR,ITA,1977,4410000000.0,648000000000.0
663530,CMR,ITA,1978,5370000000.0,672000000000.0
663531,CMR,ITA,1979,5700000000.0,709000000000.0
663532,CMR,ITA,1980,5590000000.0,734000000000.0
663533,CMR,ITA,1982,7030000000.0,744000000000.0
663534,CMR,ITA,1986,9320000000.0,817000000000.0
663535,CMR,ITA,1987,9120000000.0,841000000000.0
663536,CMR,ITA,1989,8250000000.0,900000000000.0
663537,CMR,ITA,1990,7750000000.0,918000000000.0
663538,CMR,ITA,1995,7040000000.0,977000000000.0
663539,CMR,ITA,1996,7390000000.0,988000000000.0
663540,CMR,ITA,1997,7770000000.0,1010000000000.0
663541,CMR,ITA,1998,8160000000.0,1030000000000.0
663542,CMR,ITA,1999,8520000000.0,1040000000000.0
663543,CMR,ITA,2000,8880000000.0,1080000000000.0
663544,CMR,ITA,2001,9350000000.0,1090000000000.0
663545,CMR,ITA,2002,9740000000.0,1100000000000.0
663546,CMR,ITA,2003,10200000000.0,1100000000000.0
663547,CMR,ITA,2004,10700000000.0,1110000000000.0
664060,CMR,JAM,1978,5370000000.0,5470000000.0
664061,CMR,JAM,1976,3870000000.0,5620000000.0
664063,CMR,JAM,1979,5700000000.0,5410000000.0
664064,CMR,JAM,1989,8250000000.0,6370000000.0
664065,CMR,JAM,1998,8160000000.0,7290000000.0
664066,CMR,JAM,1980,5590000000.0,5100000000.0
664067,CMR,JOR,2000,8880000000.0,8450000000.0
664068,CMR,JOR,1987,9120000000.0,6000000000.0
664069,CMR,JOR,1995,7040000000.0,7250000000.0
664071,CMR,JOR,2002,9740000000.0,9290000000.0
664072,CMR,JOR,1999,8520000000.0,8110000000.0
664073,CMR,JOR,2001,9350000000.0,8860000000.0
664076,CMR,JOR,1986,9320000000.0,5830000000.0
664079,CMR,JOR,1989,8250000000.0,5090000000.0
664080,CMR,JOR,1990,7750000000.0,5140000000.0
664082,CMR,JOR,1996,7390000000.0,7400000000.0
664083,CMR,JOR,1997,7770000000.0,7640000000.0
664084,CMR,JOR,1998,8160000000.0,7870000000.0
664088,CMR,JOR,2003,10200000000.0,9660000000.0
664089,CMR,JOR,2004,10700000000.0,10400000000.0
664092,CMR,JPN,1976,3870000000.0,2340000000000.0
664093,CMR,JPN,1977,4410000000.0,2440000000000.0
664094,CMR,JPN,1978,5370000000.0,2570000000000.0
664095,CMR,JPN,1979,5700000000.0,2710000000000.0
664096,CMR,JPN,1980,5590000000.0,2790000000000.0
664097,CMR,JPN,1982,7030000000.0,2950000000000.0
664098,CMR,JPN,1986,9320000000.0,3350000000000.0
664099,CMR,JPN,1987,9120000000.0,3470000000000.0
664100,CMR,JPN,1989,8250000000.0,3910000000000.0
664101,CMR,JPN,1990,7750000000.0,4110000000000.0
664102,CMR,JPN,1995,7040000000.0,4430000000000.0
664103,CMR,JPN,1996,7390000000.0,4580000000000.0
664104,CMR,JPN,1997,7770000000.0,4670000000000.0
664105,CMR,JPN,1998,8160000000.0,4610000000000.0
664106,CMR,JPN,1999,8520000000.0,4620000000000.0
664107,CMR,JPN,2000,8880000000.0,4750000000000.0
664108,CMR,JPN,2002,9740000000.0,4750000000000.0
664109,CMR,JPN,2003,10200000000.0,4880000000000.0
664110,CMR,JPN,2004,10700000000.0,5010000000000.0
664130,CMR,JPN,2001,9350000000.0,4770000000000.0
664547,CMR,KEN,1978,5370000000.0,5220000000.0
664548,CMR,KEN,1982,7030000000.0,6250000000.0
664549,CMR,KEN,1986,9320000000.0,7210000000.0
664550,CMR,KEN,1987,9120000000.0,7630000000.0
664551,CMR,KEN,1990,7750000000.0,8840000000.0
664552,CMR,KEN,1997,7770000000.0,10200000000.0
664553,CMR,KEN,1998,8160000000.0,10300000000.0
664554,CMR,KEN,2000,8880000000.0,10500000000.0
664555,CMR,KEN,2001,9350000000.0,10600000000.0
664556,CMR,KEN,2002,9740000000.0,10700000000.0
664557,CMR,KEN,2003,10200000000.0,10900000000.0
664558,CMR,KEN,2004,10700000000.0,11100000000.0
664559,CMR,KEN,1977,4410000000.0,4890000000.0
664568,CMR,KEN,1989,8250000000.0,8490000000.0
664570,CMR,KEN,1995,7040000000.0,9570000000.0
664574,CMR,KEN,1979,5700000000.0,5620000000.0
664575,CMR,KEN,1976,3870000000.0,4460000000.0
664583,CMR,KEN,1999,8520000000.0,10500000000.0
664591,CMR,KEN,1996,7390000000.0,9970000000.0
664618,CMR,KEN,1980,5590000000.0,5940000000.0
664653,CMR,KHM,2000,8880000000.0,3590000000.0
664654,CMR,KHM,2003,10200000000.0,4220000000.0
664656,CMR,KNA,2001,9350000000.0,335000000.0
664657,CMR,KOR,1977,4410000000.0,107000000000.0
664658,CMR,KOR,1978,5370000000.0,117000000000.0
664659,CMR,KOR,1979,5700000000.0,125000000000.0
664660,CMR,KOR,1980,5590000000.0,123000000000.0
664661,CMR,KOR,1986,9320000000.0,198000000000.0
664662,CMR,KOR,1987,9120000000.0,220000000000.0
664663,CMR,KOR,1989,8250000000.0,260000000000.0
664664,CMR,KOR,1990,7750000000.0,284000000000.0
664665,CMR,KOR,1995,7040000000.0,413000000000.0
664666,CMR,KOR,1996,7390000000.0,442000000000.0
664667,CMR,KOR,1997,7770000000.0,463000000000.0
664668,CMR,KOR,1998,8160000000.0,431000000000.0
664669,CMR,KOR,1999,8520000000.0,472000000000.0
664670,CMR,KOR,2000,8880000000.0,512000000000.0
664671,CMR,KOR,2002,9740000000.0,569000000000.0
664672,CMR,KOR,2003,10200000000.0,586000000000.0
664673,CMR,KOR,2004,10700000000.0,614000000000.0
664677,CMR,KOR,1976,3870000000.0,97200000000.0
664682,CMR,KOR,1982,7030000000.0,140000000000.0
664693,CMR,KOR,2001,9350000000.0,532000000000.0
665060,CMR,KWT,1980,5590000000.0,29000000000.0
665061,CMR,KWT,1996,7390000000.0,34700000000.0
665062,CMR,KWT,1997,7770000000.0,35100000000.0
665063,CMR,KWT,2000,8880000000.0,37000000000.0
665064,CMR,KWT,2001,9350000000.0,36600000000.0
665065,CMR,KWT,2002,9740000000.0,36500000000.0
665066,CMR,KWT,2003,10200000000.0,40100000000.0
665067,CMR,KWT,2004,10700000000.0,
665075,CMR,KWT,1986,9320000000.0,24900000000.0
665077,CMR,KWT,1995,7040000000.0,35700000000.0
665082,CMR,KWT,1976,3870000000.0,29900000000.0
665083,CMR,KWT,1977,4410000000.0,29900000000.0
665088,CMR,LBN,1980,5590000000.0,
665089,CMR,LBN,1986,9320000000.0,
665090,CMR,LBN,1987,9120000000.0,
665091,CMR,LBN,1990,7750000000.0,8440000000.0
665092,CMR,LBN,1995,7040000000.0,15000000000.0
665093,CMR,LBN,1996,7390000000.0,15600000000.0
665094,CMR,LBN,1997,7770000000.0,16200000000.0
665095,CMR,LBN,1998,8160000000.0,16600000000.0
665096,CMR,LBN,1999,8520000000.0,16400000000.0
665097,CMR,LBN,2001,9350000000.0,17300000000.0
665098,CMR,LBN,2002,9740000000.0,17800000000.0
665099,CMR,LBN,2003,10200000000.0,18700000000.0
665100,CMR,LBN,2004,10700000000.0,19900000000.0
665109,CMR,LBN,2000,8880000000.0,16600000000.0
665114,CMR,LBN,1989,8250000000.0,6670000000.0
665123,CMR,LBN,1982,7030000000.0,
665206,CMR,LBN,1979,5700000000.0,
665250,CMR,LBR,1979,5700000000.0,1460000000.0
665251,CMR,LBR,1987,9120000000.0,1240000000.0
665253,CMR,LBR,1989,8250000000.0,891000000.0
665254,CMR,LBR,1978,5370000000.0,1420000000.0
665255,CMR,LBR,1976,3870000000.0,1330000000.0
665256,CMR,LBR,1982,7030000000.0,1340000000.0
665257,CMR,LBR,2000,8880000000.0,542000000.0
665258,CMR,LBR,2001,9350000000.0,568000000.0
665259,CMR,LBR,2003,10200000000.0,405000000.0
665260,CMR,LBR,2004,10700000000.0,413000000.0
665262,CMR,LBR,1977,4410000000.0,1350000000.0
665269,CMR,LBR,1990,7750000000.0,436000000.0
665270,CMR,LBY,1989,8250000000.0,
665271,CMR,LBY,1997,7770000000.0,
665272,CMR,LBY,2000,8880000000.0,34500000000.0
665273,CMR,LBY,2001,9350000000.0,36100000000.0
665274,CMR,LBY,2004,10700000000.0,42500000000.0
665276,CMR,LBY,1982,7030000000.0,11600000000.0
665277,CMR,LBY,1996,7390000000.0,
665278,CMR,LBY,2002,9740000000.0,37200000000.0
665279,CMR,LBY,1979,5700000000.0,14600000000.0
665283,CMR,LKA,1986,9320000000.0,8660000000.0
665284,CMR,LKA,1998,8160000000.0,14800000000.0
665285,CMR,LKA,1999,8520000000.0,15400000000.0
665286,CMR,LKA,2001,9350000000.0,16100000000.0
665287,CMR,LKA,2002,9740000000.0,16700000000.0
665288,CMR,LKA,2003,10200000000.0,17700000000.0
665289,CMR,LKA,1979,5700000000.0,6160000000.0
665290,CMR,LKA,1990,7750000000.0,9820000000.0
665291,CMR,LKA,1995,7040000000.0,12800000000.0
665292,CMR,LKA,1996,7390000000.0,13300000000.0
665293,CMR,LKA,2000,8880000000.0,16300000000.0
665297,CMR,LKA,2004,10700000000.0,18800000000.0
665298,CMR,LKA,1989,8250000000.0,9230000000.0
665310,CMR,LKA,1987,9120000000.0,8810000000.0
665324,CMR,LKA,1997,7770000000.0,14100000000.0
665377,CMR,LTU,2003,10200000000.0,14200000000.0
665378,CMR,LTU,2004,10700000000.0,15100000000.0
665379,CMR,LTU,1997,7770000000.0,10400000000.0
665380,CMR,LTU,1998,8160000000.0,11100000000.0
665381,CMR,LTU,2002,9740000000.0,12900000000.0
665384,CMR,LTU,1999,8520000000.0,11000000000.0
665385,CMR,LTU,2000,8880000000.0,11400000000.0
665386,CMR,LTU,2001,9350000000.0,12100000000.0
665393,CMR,MAC,1989,8250000000.0,4390000000.0
665394,CMR,MAC,1990,7750000000.0,4820000000.0
665395,CMR,MAC,1995,7040000000.0,6450000000.0
665396,CMR,MAC,1998,8160000000.0,6110000000.0
665397,CMR,MAC,1982,7030000000.0,2590000000.0
665398,CMR,MAC,1996,7390000000.0,6420000000.0
665399,CMR,MAC,1979,5700000000.0,
665401,CMR,MAC,1986,9320000000.0,3360000000.0
665402,CMR,MAC,1987,9120000000.0,3840000000.0
665405,CMR,MAR,1976,3870000000.0,15600000000.0
665406,CMR,MAR,1977,4410000000.0,16500000000.0
665407,CMR,MAR,1978,5370000000.0,16900000000.0
665408,CMR,MAR,1979,5700000000.0,17700000000.0
665409,CMR,MAR,1980,5590000000.0,18300000000.0
665410,CMR,MAR,1982,7030000000.0,19500000000.0
665411,CMR,MAR,1986,9320000000.0,23300000000.0
665412,CMR,MAR,1987,9120000000.0,22700000000.0
665413,CMR,MAR,1989,8250000000.0,25700000000.0
665414,CMR,MAR,1990,7750000000.0,26700000000.0
665415,CMR,MAR,1995,7040000000.0,28000000000.0
665416,CMR,MAR,1996,7390000000.0,31400000000.0
665417,CMR,MAR,1997,7770000000.0,30700000000.0
665418,CMR,MAR,1998,8160000000.0,33000000000.0
665419,CMR,MAR,1999,8520000000.0,33000000000.0
665420,CMR,MAR,2000,8880000000.0,33300000000.0
665421,CMR,MAR,2001,9350000000.0,35400000000.0
665422,CMR,MAR,2002,9740000000.0,36600000000.0
665423,CMR,MAR,2003,10200000000.0,38500000000.0
665424,CMR,MAR,2004,10700000000.0,39800000000.0
665712,CMR,MDG,1979,5700000000.0,3070000000.0
665713,CMR,MDG,1980,5590000000.0,3100000000.0
665714,CMR,MDG,1982,7030000000.0,2750000000.0
665715,CMR,MDG,1986,9320000000.0,2910000000.0
665717,CMR,MDG,1998,8160000000.0,3540000000.0
665719,CMR,MDG,1997,7770000000.0,3400000000.0
665720,CMR,MDG,2000,8880000000.0,3880000000.0
665721,CMR,MDG,1977,4410000000.0,2880000000.0
665723,CMR,MDG,2003,10200000000.0,3940000000.0
665724,CMR,MDG,1978,5370000000.0,2800000000.0
665725,CMR,MDG,1987,9120000000.0,2940000000.0
665727,CMR,MDV,1990,7750000000.0,
665728,CMR,MDV,1995,7040000000.0,418000000.0
665729,CMR,MDV,2000,8880000000.0,624000000.0
665730,CMR,MEX,1982,7030000000.0,371000000000.0
665731,CMR,MEX,1986,9320000000.0,367000000000.0
665732,CMR,MEX,1987,9120000000.0,373000000000.0
665733,CMR,MEX,1989,8250000000.0,393000000000.0
665734,CMR,MEX,1998,8160000000.0,525000000000.0
665736,CMR,MEX,1990,7750000000.0,414000000000.0
665737,CMR,MEX,1995,7040000000.0,446000000000.0
665738,CMR,MEX,1997,7770000000.0,501000000000.0
665739,CMR,MEX,2004,10700000000.0,620000000000.0
665742,CMR,MEX,2002,9740000000.0,585000000000.0
665743,CMR,MEX,1978,5370000000.0,287000000000.0
665744,CMR,MEX,1979,5700000000.0,315000000000.0
665745,CMR,MEX,1980,5590000000.0,344000000000.0
665754,CMR,MEX,1996,7390000000.0,469000000000.0
665757,CMR,MEX,1999,8520000000.0,545000000000.0
665759,CMR,MEX,2003,10200000000.0,594000000000.0
665765,CMR,MEX,2000,8880000000.0,581000000000.0
665766,CMR,MEX,2001,9350000000.0,581000000000.0
665790,CMR,MEX,1976,3870000000.0,255000000000.0
665791,CMR,MEX,1977,4410000000.0,263000000000.0
665840,CMR,MLI,1989,8250000000.0,1660000000.0
665841,CMR,MLI,2001,9350000000.0,2720000000.0
665842,CMR,MLI,2003,10200000000.0,3040000000.0
665843,CMR,MLI,1995,7040000000.0,1880000000.0
665844,CMR,MLI,1996,7390000000.0,1940000000.0
665845,CMR,MLI,1997,7770000000.0,2070000000.0
665846,CMR,MLI,1990,7750000000.0,1630000000.0
665848,CMR,MLI,2004,10700000000.0,3110000000.0
665849,CMR,MLI,1986,9320000000.0,1470000000.0
665853,CMR,MLI,1980,5590000000.0,1540000000.0
665854,CMR,MLI,1998,8160000000.0,2200000000.0
665855,CMR,MLI,1987,9120000000.0,1460000000.0
665860,CMR,MLI,2002,9740000000.0,2830000000.0
665870,CMR,MLI,1982,7030000000.0,1400000000.0
665891,CMR,MLI,2000,8880000000.0,2420000000.0
665894,CMR,MLI,1979,5700000000.0,1610000000.0
665901,CMR,MLI,1978,5370000000.0,1450000000.0
665902,CMR,MLT,1977,4410000000.0,1210000000.0
665903,CMR,MLT,1999,8520000000.0,3580000000.0
665904,CMR,MLT,2002,9740000000.0,3830000000.0
665905,CMR,MLT,2003,10200000000.0,3760000000.0
665906,CMR,MLT,2004,10700000000.0,3810000000.0
665909,CMR,MLT,1978,5370000000.0,1350000000.0
665910,CMR,MLT,1979,5700000000.0,1490000000.0
665911,CMR,MLT,1980,5590000000.0,1600000000.0
665912,CMR,MLT,1982,7030000000.0,1690000000.0
665913,CMR,MLT,1986,9320000000.0,1800000000.0
665914,CMR,MLT,1987,9120000000.0,1880000000.0
665915,CMR,MLT,1989,8250000000.0,2200000000.0
665916,CMR,MLT,1990,7750000000.0,2340000000.0
665917,CMR,MLT,2000,8880000000.0,3810000000.0
665919,CMR,MLT,1996,7390000000.0,3180000000.0
665920,CMR,MLT,1997,7770000000.0,3330000000.0
665922,CMR,MLT,2001,9350000000.0,3740000000.0
665940,CMR,MLT,1976,3870000000.0,1080000000.0
665949,CMR,MLT,1995,7040000000.0,3050000000.0
665952,CMR,MLT,1998,8160000000.0,3440000000.0
665959,CMR,MMR,2001,9350000000.0,
665960,CMR,MMR,2002,9740000000.0,
665961,CMR,MMR,2003,10200000000.0,
665962,CMR,MMR,2004,10700000000.0,
665963,CMR,MMR,1989,8250000000.0,
665964,CMR,MMR,1987,9120000000.0,
665965,CMR,MMR,1996,7390000000.0,
665966,CMR,MMR,1999,8520000000.0,
665967,CMR,MOZ,1986,9320000000.0,1610000000.0
665968,CMR,MOZ,1987,9120000000.0,1840000000.0
665969,CMR,MOZ,1995,7040000000.0,2520000000.0
665971,CMR,MOZ,1996,7390000000.0,2700000000.0
665972,CMR,MOZ,1997,7770000000.0,3000000000.0
665975,CMR,MOZ,1989,8250000000.0,2120000000.0
665976,CMR,MOZ,1990,7750000000.0,2140000000.0
665979,CMR,MOZ,2003,10200000000.0,4790000000.0
665980,CMR,MOZ,2004,10700000000.0,5160000000.0
665982,CMR,MRT,1995,7040000000.0,770000000.0
665983,CMR,MRT,2003,10200000000.0,1080000000.0
665985,CMR,MRT,1999,8520000000.0,893000000.0
665986,CMR,MRT,1977,4410000000.0,486000000.0
665987,CMR,MRT,1989,8250000000.0,629000000.0
665989,CMR,MRT,1998,8160000000.0,849000000.0
665991,CMR,MRT,1990,7750000000.0,618000000.0
665992,CMR,MRT,2002,9740000000.0,997000000.0
665994,CMR,MRT,2004,10700000000.0,1150000000.0
666006,CMR,MRT,1980,5590000000.0,524000000.0
666008,CMR,MRT,1997,7770000000.0,818000000.0
666010,CMR,MUS,1989,8250000000.0,2520000000.0
666011,CMR,MUS,2001,9350000000.0,4720000000.0
666013,CMR,MUS,2004,10700000000.0,5290000000.0
666014,CMR,MUS,1986,9320000000.0,2020000000.0
666015,CMR,MUS,1987,9120000000.0,2210000000.0
666017,CMR,MUS,1990,7750000000.0,2670000000.0
666018,CMR,MUS,1998,8160000000.0,4040000000.0
666019,CMR,MUS,1999,8520000000.0,4250000000.0
666020,CMR,MUS,2000,8880000000.0,4420000000.0
666022,CMR,MUS,2002,9740000000.0,4930000000.0
666023,CMR,MUS,2003,10200000000.0,5080000000.0
666024,CMR,MUS,1979,5700000000.0,
666027,CMR,MUS,1995,7040000000.0,3420000000.0
666028,CMR,MUS,1996,7390000000.0,3600000000.0
666029,CMR,MUS,1997,7770000000.0,3810000000.0
666049,CMR,MWI,1980,5590000000.0,1000000000.0
666050,CMR,MWI,1996,7390000000.0,1550000000.0
666051,CMR,MWI,1999,8520000000.0,1720000000.0
666052,CMR,MWI,2000,8880000000.0,1740000000.0
666053,CMR,MWI,1979,5700000000.0,996000000.0
666055,CMR,MWI,1997,7770000000.0,1600000000.0
666056,CMR,MWI,1978,5370000000.0,954000000.0
666064,CMR,MYS,1979,5700000000.0,23700000000.0
666065,CMR,MYS,1986,9320000000.0,33000000000.0
666066,CMR,MYS,1987,9120000000.0,34800000000.0
666067,CMR,MYS,1990,7750000000.0,45500000000.0
666068,CMR,MYS,1995,7040000000.0,71500000000.0
666069,CMR,MYS,1996,7390000000.0,78600000000.0
666070,CMR,MYS,1997,7770000000.0,84400000000.0
666071,CMR,MYS,1998,8160000000.0,78200000000.0
666072,CMR,MYS,1999,8520000000.0,83000000000.0
666073,CMR,MYS,2000,8880000000.0,90300000000.0
666074,CMR,MYS,2001,9350000000.0,90600000000.0
666075,CMR,MYS,2002,9740000000.0,94400000000.0
666076,CMR,MYS,2003,10200000000.0,99400000000.0
666077,CMR,MYS,2004,10700000000.0,106000000000.0
666079,CMR,MYS,1976,3870000000.0,18800000000.0
666080,CMR,MYS,1978,5370000000.0,21700000000.0
